"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Dec 31 08:05:02 BRST 2021","Fri Dec 31 08:05:02 BRST 2021","16","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_s4ulkdp2bo0x","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_s4ulkdp2bo0x","test_1jxzemivqkg9v_createcharge","test_1jxzemivqkg9v_createcharge",""
"passed","Fri Dec 31 08:07:00 BRST 2021","Fri Dec 31 08:07:00 BRST 2021","16","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iukdc9pgnj8z","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iukdc9pgnj8z","test_tru4cz18yg4z_readcharge","test_tru4cz18yg4z_readcharge",""
"passed","Fri Dec 31 08:13:01 BRST 2021","Fri Dec 31 08:13:01 BRST 2021","14","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_sksd8x3z7azp","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_sksd8x3z7azp","test_r1l63or0rvxe_readcharge","test_r1l63or0rvxe_readcharge",""
"passed","Fri Dec 31 08:16:40 BRST 2021","Fri Dec 31 08:16:40 BRST 2021","14","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1hblin1dluput","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1hblin1dluput","test_1iexslegr9m45_updatecharge","test_1iexslegr9m45_updatecharge",""
"passed","Fri Dec 31 08:18:23 BRST 2021","Fri Dec 31 08:18:23 BRST 2021","12","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_urp3hyvulh6f","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_urp3hyvulh6f","test_1iv4ashzzatly_updatecharge","test_1iv4ashzzatly_updatecharge",""
"passed","Fri Dec 31 08:21:20 BRST 2021","Fri Dec 31 08:21:20 BRST 2021","14","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_t4yyjnz4v12q","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_t4yyjnz4v12q","test_rhdti087fodv_updatecharge","test_rhdti087fodv_updatecharge",""
"failed","Fri Dec 31 08:20:55 BRST 2021","Fri Dec 31 08:20:55 BRST 2021","20","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_t4yyjnz4v12q","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_t4yyjnz4v12q","test_1hbaz3cdpnn8j_createcharge","test_1hbaz3cdpnn8j_createcharge",""
"passed","Fri Dec 31 08:11:43 BRST 2021","Fri Dec 31 08:11:43 BRST 2021","14","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_u82clhjoq69f","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_u82clhjoq69f","test_sl8y0fd2q99i_deletecharge","test_sl8y0fd2q99i_deletecharge",""
"passed","Fri Dec 31 08:05:32 BRST 2021","Fri Dec 31 08:05:32 BRST 2021","14","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_s4ulkdp2bo0x","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_s4ulkdp2bo0x","test_rhufatqz7m0h_readcharge","test_rhufatqz7m0h_readcharge",""
"passed","Fri Dec 31 08:04:04 BRST 2021","Fri Dec 31 08:04:04 BRST 2021","17","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iyi9997lw5km","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iyi9997lw5km","test_s1jgideq2gyr_readcharge","test_s1jgideq2gyr_readcharge",""
